song_id,cleaned_lyrics
margø_play_pretend,im just gonna watch me lose my mind i die with every sweat im feeling i hope its entertaining even though we play pretend were all liars in the end be my life for my fake friends i get high on the attention even though i play the part this is way too fucking far i dont let the screen go dark
margø_the_other_side,i think its kinda funny that i make you run and hide why am i a villain if i speak whats on my mind now youre on your knees say i pray for me cause i misunderstood please explain to me how an enemy could ever love this good so give me your secrets just look into my eyes
margø_the_other_side,you know you can trust me you know you can trust me right so i painted my heart back im kinda like the danger so im never turning back dont you know that i do this too
margø_the_other_side,so please forgive my sins the other world is cruel but i promise you ill never lie again give me your secrets just look into my eyes you know you can trust me you know you can trust me right bye
margø_the_other_side,lal jordan lalalor lalor lalor preparat i see you on the other side maybe someday we could be friends ill see you on the other side you know you can trust me
Marina_Purge_The_Poison,all my friends are witches and we live in hollywood mystical bitches making our own sisterhood what society is falling we are quietly reforming protecting the planet healing our own damage war and teen dollarlone motherneedles on the phone what have you been doing dont forget i am your home virus gone fires burn until human beings burn from every disaster you are
Marina_Purge_The_Poison,and im not my master need a push the poison show us our humanity all the bad and good races im ever so journeyed not considered anymore capitalism made us fall i forgive america for every single war need your future please im from my system my tuition please listen to me would you think you are what its your own decision but your home is now your prison you forgot the real love you want for fun what need a push the poison from our system until youre left the innocent dolly would you think you are
Marina_Purge_The_Poison,need to put your face in front of my system and to shoot things listen to me would you think you are oh its your own decision but your home is now your prison
Marina_Purge_The_Poison,im the winner we wont go far need to push the poison from my system until human beings listen tell me who you think you are i just want a world where i can see the feminine we only make up one quarter of the government like an angel gonna help cast a moon and a dark spell on an female power taking back whats out a piece of gold like rose choir cloud of dead old school a place so corrupt where angel flesh and blood is sold the feminine is born as new star
Massacre - Kim Petras,i its gonna be a mexico gonna be a mexico gonna be a mexico its gonna be a mexico gonna be a mexico gonna be a
Massacre - Kim Petras,gonna be your music girl gonna be your music girl its gonna be a
Massacre - Kim Petras,mexico gonna be your mexico gonna be your mexico one taste of blood is not enough to side inside take your love breath and get a rush got a day to feel alive sweet evil come to live for us thats our great fight i choose to i choose thats the dust got a day to feel alive dont know the dead blood will be red dont lose your head love when youre back love when you cry queen of the dead that which i am reborn
Massacre - Kim Petras,i never end i never die dont let me in ill see this in undies can you can escape you cant deny seek enough i know how to run know how to hide its gonna be a massacre gonna be a massacre gonna be a massacre its gonna be a massacre gonna be a massacre gonna be a massacre one taste of blood is not enough to the side is high
Massacre - Kim Petras,take your left breath and get a rush got a day to feel alive sweet evil come deliver us come to sacrifice i just do i just do i just do got a day to feel alive sweet evil come deliver us
Matt_Kent_Lacrimosa,i just need a quick fix i aint gonna miss this youd already crossed that line this time i wont get addicted tell me your lies girls say its all of me youll be staying dont keep up me normally i hate the type to blame pretend blame pretend i dont really care tonight just say it again say it again hey night sunrise lost in your eyes lets play pretend that ill see you again
Matt_Kent_Lacrimosa,all outremoves uh its you a nice alloo yall alltt chape saturday can you see me boosty studio im always gonna be like this temptations i tonight i like to forget it twisted tempting ways to get to you and me i need you to say it im only a hank thats hard to blame for ten i dont really care tonight just say it again say it again my son writes
Meg Smith - Cross My Heart I Hope U Die,a room of sweet perfume i know that isnt mine she left so soon i passed her on my way fifth eye the new her eyes were full of you say it me youre excuse before it leaves you lips youve tied the news and then you let it slip from under you i hope they help you so good me and my
Meg Smith - Cross My Heart I Hope U Die,girls your cause is coming when it comes to loving take on my back when i go on trust and boys spike you youre gone and buried this cemetery what aint a scary rrp youre done to me youre gone and buried i hope youre ready what aint a scary rrp youre done to me cross my broken heart i hope you die i die cross my broken heart i hope you die
Meg Smith - Cross My Heart I Hope U Die,die ill be your dad to me the guy that knows how i try im not forgive you and im not the light with this down mountain sky with a sacrifice and even if i could me and my girls your girls are covered when it comes to love and take on my back when i go on trust and voice like a smile youre gone and buried youve listened to me your boy aint a scary are i be your dad to me youre gone and buried
Meg Smith - Cross My Heart I Hope U Die,i hope you really what aint scary are i for you thats enough cross my broken heart i hope you die die die cross my broken heart i hope you die die die die i feel you thats enough for me i hope you really what aint scary are i for you thats enough for me
Megan Thee Stallion - HISS,i just want kicked this shit off by saying fuck yall i aint got to clear my name on a motherfucking thing every time i get mentioned one of yall bitch ass niggas get hours of attention im gonna get this shit off my chest and lay it through wrist lets go lets go lets go lets go lets go cant nip the beat like a bird yeah i feel like my ride carry got these niggas so obsessed my pussy so famous might get managed by christiana nex he came move on cant let it go he hook nose full of that tennis note since niggas need me making help to make money bitch come be my hoe all of you bitches is we gonna buy cock a shit for a north could find you i can never be judged by a bitch that we cant say making no kelly go buy room hey im sexy its fucking im freaky you whoever i want in me meany what a fuck would i stay with a nigga thats weak in the season dont know how to p
Megan Thee Stallion - HISS,bodies on bodies on bodies on bodies say he fuck making it now hes top hes niggas thinking they lower the value all his freepromo im turning the profit hey wanna niggas be kissin the tillin say hell play up here in his fillin spit i wont give up the bitch he aint shit i aint the choice fine these hoes dont be mad at me these hoes mad at me his law i dont even know what the problem is but i cant see yall on me store it bitch you a pussy never feel it check me every chance you get bitch ill regas want to dress me just what a cheat but the gma stand for pussy when i fuck it all against the niggas turn to groupies everybody wanna kick it when you aint a threat niggas dont like me cause they know im on a neck yall goofy assholes look so dumb every time yall celebrate fake news
Megan Thee Stallion - HISS,using my name for likes and views i dont give a fuck watch how i make trim your bitch i still win i aint true here i aint scared of dick any man go against me i handle shit ima check for im done in the courtroom and every through and every dirt dont shit stick i only live rapping nigga so far i aint saying xb they hate hardest boys please these things hate on bbl ima be walking around with the same scars real curvy no action niggas fight to get in my section dont speak on my bite count get the dick aint worth coming back for seconds cosplay gangsters break ends pack ends hold it in another nigga hood like a bad pig come on shake the hell bitch cant live sincerely hold it give you some aint tryna diss me make one move got a minute tizzy killin shit thats what i tryna rip lets steal one hoe with the odds against me these things dont have fancy bars these bitches dont have nasty shots and they still tune dead
Megan Thee Stallion - HISS,alligations from the opposition bitch niggas just eating it up these balls get paid to lie yall talk shit and be bogus fuck fadalinas im still rich you making bad and im still good bringin up who mightve fucked and the badalinas they still rules i just wanna fuck my nigga in peace but all my own niggas feel of me niggas aint hit this pussy in years damn i knew my shit was hate none of you niggas was wifey material none of you niggas was worth all a drama none of you niggas was hit in it wrong man im not one in your baby mind its got my ass out i always let my titty show when im in the gym i think my bitch is dead im shitting out im way too fucking cocky to take him back if he been cheating i cant let him know you raggedy bitches think that yall might eat ever since i claimed the summer all you bitches wanna see is a nesco whole lotta shit on lightning bitch he cant give you a reason
Melanie Martinez - EVIL,he called the other day i stayed away unless you should already four times today and this felt like bliss he used to miss your kiss now im halfskipped cant they know where nor is this insta and all your stars seem to lead a bitch now theyre always reversed and told you im a switch how you like my spit lets roll the kiss stay your last knee see the horns on my head theyre from goddesses and your scarters sis oh god
Melanie Martinez - EVIL,im never new what am i what am i to be content with you everything i express i pass past and never quite made it through said its on my head on my head what am i to talk my truth no i wont take that youre all my friends this time i refuse if you bite my hand again i will never free you you can call me anymore take it to look good and you want a flavor too i wont be mistreated please call me consider
Melanie Martinez - EVIL,took me waiting for all to put this to bed love you whos left for guess that makes me move we are we are we are we are we are remember when you smiled right through my face eyes on my little tears of of story they made a tape reveal the snake now im soft jacked feeling over all your jokes every time you fill up im praying that you choke follow us into the signs and the horoscope hope youre never cold hope you slip on soap cracker
Melanie Martinez - EVIL,head like an egg wanna see the yolk you are such a hoax i never knew what it meant what it meant to be comes hand with you everything i expressed a tough accident that i quite made it through said its on my head all in my head when i lets break my truth no i wont dare to use all my first this time i ask you if you blame my hand again i will never treat you you cant call me you wont take it to the grave and you wanna play bridge
Melanie Martinez - EVIL,i will be mischreinated please tell me consider tuck me with your arms cover this to bed love you as we fall guess that makes me move forward if you boy youre my hand again
Melanie Martinez - EVIL,and i will never feed you you can call me evil take it to the grave if you want to play pretend i wont be mistreated please call me consider took me way too long what a mist of death love when you lose way you go guess that makes me evil evil evil evil evil evil evil
Melanie Martinez - Mad Hatter,the friends are locked there on skinny to have it holes for fun poppin poppin balloons with guns getting high off here we pay why rose is red each shade from a different person said this dream dream is a killer getting drunk with a hulk caterpillar im peeling the skin off my face cause i really hate being
Melanie Martinez - Mad Hatter,they say hey the normals they make me afraid theyre crazy they make me feel sad im not baby im not theyre crazy yes fun which youve ever had you think im psycho you think im gone tell the psychiatrist or something is wrong oh were the done entirely wrong girls you like me best were not mouthmarried girl tell me were secret on the alarm so wait if im crazy the best people are all the best people are crazy
Melanie Martinez - Mad Hatter,all the best people are where is my prescription doctor doctor please listen my brain is scattered it can be alice ill be the mad hater im pale the skin like my face cause i really hate being sad theyre normal they make me afraid theyre crazy they make me feel sad im whats baby youre mad the crazyest one that youve ever had you think
Melanie Martinez - Mad Hatter,you think im psycho you think im gone tell the psychiatrist something is wrong oh weve been entirely wrong girls you like me best without my marker tell you a secret im not all arms so wait if im crazy the best people are you think im crazy you think im gone so what if im crazy all the best people are and i think youre crazy too i know youve gone its probably the reason the way you get along whats baby im not the craziest one
Melanie Martinez - Mad Hatter,youve ever had you think im cycle you think im gone tell the psychiatrist something is wrong over the bend entirely bonkers you like me best when my mouths not good tell you a secret on the alarm so if im crazy the best people are all the best people are crazy all the best people are all the best people are crazy all the best people are
Mia_Rodriguez_Psycho,oh were all pink to your white wedding all that saw night and your something upsetting a life when you kicked me out its been the third time already running home i love alone at least i stole the show
Mia_Rodriguez_Psycho,im a hiphop girl like a wimp on the side of it im a psycho loving it im a one of those two bitchshit im a hiphop girl like a wimp on the side of it im a psycho loving it cant wait to hear what they call me call me names and make up all these stories i would kill for life that aint boring im lots of things but not sorry running home alone
Mia_Rodriguez_Psycho,for all at least i stole the show i wanna make one of those two mission gotta end it on my hip but i could only get with it on the beat on the side of it on the cycle loving i wanna make one of those two mission gotta end it on my hip but i could only get with it on the beat on the side of it on the cycle loving loving time of my life were all just skeletons
Mia_Rodriguez_Psycho,just join in the fight for the adrenaline the time of my life where i just get it and just join in the fight join in the fight we wanna do a stupid shit gotta end it on my hip but gotta wake it up with the beat on the side or let me cycle lovin it but i need wanna do a stupid shit gotta end it on my hip but gotta wake it up with the beat on the side or let me cycle lovin it
Michael Bublé - Feeling Good,birds fly high you know how i feel sun in the sky you know how i feel breeze drifting on by you know how i feel its a new dawn its a new day its a new life for me
Michael Bublé - Feeling Good,and im feeling good im feeling good fishing the sea you know how i feel river running free you know how i feel blossom on the tree you know how i feel its a new dawn
Michael Bublé - Feeling Good,its a new day its a new life for me and im feeling good dragon fly out in the sun you know what i mean dont you know butterflies all having fun you know what i mean sleeping peace one day thats what i mean and the soul world is a new world and a full world for me
Michael Bublé - Feeling Good,son
Michael Bublé - Feeling Good,you know how i feel sense of the fine you know how i feel oh freedom is in mine and i know how i feel its a new dawn its a new day its a new life its a new dawn its a new day its a new life its a new dawn its a new day its a new life its a new life for me
"Mickey Valen, Joey Myron - Chills (Dark Version)",im out of my mind im trippin inside something was different i wont be missing you for the night so tell me im right im safety in your time id lost hope before theres you youre the losers baby on my mind we were so bad im in the fog im in the haze now youre trippin from my body we were all stiff and all over the city im a sinner
"Mickey Valen, Joey Myron - Chills (Dark Version)",and the moment theyre getting the service cause im all the way to the field my body gives you chills im all the way to the field my body gives you chills im all the way to the field my body gives you chills im all the way to the field its never in me for probably more in your eyes im shown and im a big yours
"Mickey Valen, Joey Myron - Chills (Dark Version)",were going insane its part of the game i can inspire you just in my ear its getting late we were sleeping in the morning i was about to lose now i have to move to my body with the power of steel all i want is the sheets and the ceiling and the moment i get it just because you know im in the field my body gives you cheers my body
MIDDLE OF THE NIGHT,i some please come to me dont bury thoughts that you really want i feel you up drink from my cup within me lies what you really want come maybe god cuz you know this cuz you know this in the middle of the night in the middle of the night just go my days my news to saving my middle of the night
MIDDLE OF THE NIGHT,in the middle of the night im wide awake i crave your face on my nose you feel more kneecooms i dont get it what is mine you dont get it you dont know who in the middle of the night in the middle of the night ohoh these burning flames these crashing waves wash all the need like a hurricane outcat of pain your head these burning flames these crashing waves wash all the need like a hurricane outcat of pain your head
MIDDLE OF THE NIGHT,no ties feel powerful but its me again come maybe down cause i know this cause i know this in the middle of the night in the middle of the night just go my day my am yours to the same in the middle of the night in the middle of the night im wide awake i creep your taste on my luck you tell my knee pumps im getting what is mine you go get your own oh no oh in the middle of the night in the middle of the night
MIDDLE OF THE NIGHT,oh just call me just call my name like who we he
Miley Cyrus - Angels Like You,it feels right ah know that youre wrong for me gonna wish we never met on the day
Miley Cyrus - Angels Like You,ill leave i brought you down to your knees cause they say im easily less confident cause not you foolin im doin everything and its not you foolin i give you what you need baby angels like you cant blow down there with me im everything they said i would be la la la im everything they said i would be ill put you down slow girl be good byin before you let go
Miley Cyrus - Angels Like You,one more time took off your clothes pretend that its fine a little more wont kill you tonight my love says you dont look happy close your eyes ah know that you want for me gonna wish we never met on the day i leave ah brought you down to your knees cause they say im miserable its gonna funny theres not your phone im ruined everything and its not your phone i cant be watching
Miley Cyrus - Angels Like You,you need a baby just like you cant fly down hell with me im everything he said i would be ah now that youre on hold me dont know if we never met on the day
Miley Cyrus - Mother's Daughter,im a freak im a freak hallelujah every day of the week im a duallya like i want to im an abracadalapurana oh my god she got the power shes got the power hallelujah im a freak im a freak hallelujah every day of the week im a duallya like i want to im an abracadalapurana oh my god she got the power oh look at her she got the power dont look when im free yeah
Miley Cyrus - Mother's Daughter,i came up to give me a song im next to you im evil must be something in the water all that im all thats light jump up when im freedom i came up to give me a song im next to you im evil must be something in the water all that im all about so back up back up back up back up boy woo back up back up back up back up boy woo back up back up back up boy back up back up back up boy im next to you im evil must be something in the water all that im all about so back up back up back up back up
Miley Cyrus - Mother's Daughter,my god she got the power oh look at her she got the power dont look with my freedom i came up to give me some im next to you im evil must be something in the water oh thats how my mothers love dont look with my freedom i came up to give me some im next to you im evil must be something in the water oh thats how my mothers love dont look with my freedom dont look with my freedom dont look with my freedom dont look with my freedom
Miley Cyrus - Mother's Daughter,woo back up back up back up back up boy woo back up back up back up back up boy woo im always on me that im making that im making so i made it i put my back in new and my heart in it so i did it yeah i did it im always on me that im making that im making so i made it i put my back in new and my heart
Miley Cyrus - Mother's Daughter,so i did it yeah i did it dont but with my freedom i came up to give me your song im next to you im evil must do something in the water oh that im a mothers daughter dont but with my freedom oh my god oh my god dont but with my freedom oh my god oh my god dont but with my freedom oh my god oh my god dont but with my freedom oh my god oh my god
Mimi Webb - Good Without,you nearly gave me a heart attack when you said youd do it well is it obvious youre all i had and the last just been like hell guess im the only thinking like you aint moved on and im sorry if im gone enough to stroll never thought id see the shape of pain standing in the front porch light is it obvious im not okay never meant to start a fight guess im just a moment living in your back
Mimi Webb - Good Without,but ill never forget me so fast cause im staring at all these photographs i guess the good things aint meant to last i gave you wherever you gave them on ill never fall in for anyone and now im looking at the city what the rangers what are you feeling now if thys will love the ball then im so good i dont know im so good i dont know im so good
Mimi Webb - Good Without,im so good without you though you probably wont be there i heard you met somebody new dont need nobody for pretty sake you just do what you gotta do is it normal for the pain to go from fear im always thinking i wish you here cause im staring at all these photo graphs our kids are good teams theyre millions of legs now i gave you for me for you for me
Mimi Webb - Good Without,never falling for anyone and now im looking at the city what a dangerous world youre feeling now the stars will float above and im so good without you im so good without you im so good without you im so good without you im so good without you im so good without you
Misha Mansoor - The Beast (from the series Arcane League of Legends),
Misha Mansoor - The Beast (from the series Arcane League of Legends),
Misha Mansoor - The Beast (from the series Arcane League of Legends),
Misha Mansoor - The Beast (from the series Arcane League of Legends),
Misha Mansoor - The Beast (from the series Arcane League of Legends),
MISSIO - I Dont Even Care About You,i dont even care about you let me sit alone in the dark dreamcatcher angry again no i dont wanna have a conversation
MISSIO - I Dont Even Care About You,i aint gonna get you let me sit alone with the carrot carrot carrot scene i dont need a carrot value i dont need a carrot value i dont need a carrot value it first again the evening comes to fast still tired of the routine to keep her still calm we could do it without all your false curiosity saving me again
MISSIO - I Dont Even Care About You,no i dont wanna ever come a session with you the angry again look me sit alone with the care care care care to see i dont even care about you i dont even care about you i dont even care about you i dont even care about you i dont even care about you
MISSIO - I Dont Even Care About You,i dont even care about you i dont even care about you i dont even care about you
MISSIO - I Dont Even Care About You,im gonna die im gonna die im gonna die
Missio_Twisted,im a mother she told me dont get him trouble my father he told me in the world my brothers they told me dont give a damn my sister she told me to do something with her im a controllable emotion okay id at least be a boy
Missio_Twisted,im mr rore lord im all roe lord im all everybody in the world knows im a little twisted tristan everybody in the world knows im a little twisted tristan everybody in the world knows im a little twisted tristan everybody in the world knows im a little twisted twisted my mothers shit told me dont be a
Missio_Twisted,i could have my father he told me in who i was my brothers they told me do what you do my sister she told me to do something good im on control im on emotional created clipped abortion im visceral reloadable everybody in the world knows im a little twisted twisted
Missio_Twisted,everybody in the world knows im a little twisted just in everybody in the world knows im a little twisted just in everybody in the world knows im a little twisted just in
Missio_Twisted,one for yourself hayloop gets angry everybody in the world knows im a little twisted twisting everybody in the world knows im a little twisted
Mitski - My Love Mine All Mine,music end of my heart to you so when i reach i must do could it shine
Mitski - My Love Mine All Mine,here with you this my love is my love i love my my my nothing the road belongs to me but my love my love my love youre my baby
Mitski - My Love Mine All Mine,hell be here on earth showed me what my heart was worth so when it comes to the beam i turn could he shine it down here for me this my love is my love my love my love and in the world it alums to the real love my love my love and in the world it is my prepared love my love my love my love my love
Moncrieff_Serial_Killer,i love i love i love i love i love you i love i love i love i love you girl its something like a poison the way you hit you got me frozen i love i love i love i love you you say you hate me in the morning could take my life without a warning but i know i know i know it aint true cause im a deity the taste of your blood rain
Moncrieff_Serial_Killer,im gonna say youre sinking your fingertips i tied in the nose when im with you i could never dare you my lover says that youre good she dont need no trigger cause i know shes hot lips shes told my heart is true my lover says that youre good but i always stay with her who knows just the thing you do but i know
Moncrieff_Serial_Killer,i try to touch your butt your cutthroat my own american cycle and your loves a drug it takes me so high i lights go down and you break back and youll confound her on the wall pa and shes not the same in the day and light but im addicted the taste of your blood red
Moncrieff_Serial_Killer,i dont want the truth when im with you i could never let you go i love her as a serial killer but she dont need no trigger cause i know shes holland but she stole my heart at you and my love is a serial killer and my love is a serial killer and my love is a serial killer and my love is a serial killer and my love is a serial killer but ill always stay with her cause its just the thing you do but ill love you
Moncrieff_Serial_Killer,the light
Morgan_St_Jean_Do_It_Like_A_Girl,hows that a dangerous woman anything that you can do i can do it better while im bleeding every dollar that you make i make up a sandwich quality of it fake a smile so that they dont call you a bitch who takes up space run the world and be a good neither but dont need
Morgan_St_Jean_Do_It_Like_A_Girl,expect no praise you wish you could do it like a girl go it like a woman compton normal lets need them praise in a shot go it like a girl when you said we could end kitted in heels i love you see you try do it like a girl go it like a girl every time you reach the top
Morgan_St_Jean_Do_It_Like_A_Girl,bet you get the credit yeah no one says you had to fuck your way there you can be average i gotta be the baddest bitch somehow theyll still make it by what i wear fake smiles holes out there dont call you a bitch who takes up space run the world and be a good neither but dont expect no praise you wish you could do it like a world
Morgan_St_Jean_Do_It_Like_A_Girl,do it like a woman comes in our minds need them praise in our child do it like a woman when you said we could have killed it in heels that look to see you try do it like a girl girl killed it in heels that look to see you try do it like a girl girl killed it in heels that look to see you try do it like a girl girl
Mother Mother - Hayloft,
Mother Mother - Hayloft,my daddys gotta come my daddys gotta come my daddys gotta come you face up on my daddys gotta come my daddys gotta come my daddys gotta come it started with the hay lots of creaking when it just started in the hay with this long johns on popwink im creeping i do the ball i do the hay the young lovers and the unnotch living young lovers in the hay with this gun turned on proper wet i creeping i do the ball i do now its gone right in front of everyone its gone right in front of everyone its gone right in front of everyone in bad way mad frick i went in back and turned around on right in front of them in dreams its gone right in front of the school in the feat of the premier corp o gravy soup pour whose pennam vortex
Mother Mother - Hayloft,oh yeah yes mata di talaka mata di talaka mata di talaka the new carnava mata di talaka mata di talaka mata di talaka
Mother Mother - Hayloft,it started with the hay lots of creaking well let you start it in the hay what is long jobs on pop with a creeping or to the bottom to the hay no young lovers wont be late tie down the nuts young lovers wont be late tie down the nuts a womans long talk on pop a stint with a pen to blow the hay lots of hair straight off mactery dirty dumb madery dirty dumb madery dirty young news theyre gone madery dirty acco m relations they gossip they gossip they gossip they gossip they gossip they gossip they gossip
Mother Mother - Verbatim,oh uhoh uhoh oh uhoh uhoh uhoh i wear wings on the web and then i go to stock a pose in my full length yeah right cross my legs just like a quenched but my libido is strong when a lady isnt there yeah oh what defines its straight man straight is it the
Mother Mother - Verbatim,boxing in the brain or at am state now i tell you what a woman looks like its a mess you can slap up and also stroke going in the windows and acting of the two that you snake it is what they dont and its shaked it no no no no no no no come on get it you lay it so more listless the invitation i live by a hospital and everyday i go out walking past it shakingly windows i see people dying there but my tender head makes it hard to care the incinerated
Mother Mother - Verbatim,and a big wow on hiphop it sounds like a fan way of your life i got an idea completing this im underaaa are we going to make tellin im going and you shaq tellin a big wow its the fan claim brimmy b i shut thelift what government whats going on tellin but the sake of me i do you ever really think youd love a guy like me i am a hooster in the morning im a cock up a day im a passer in the police im a drug out of stake
Mother Mother - Verbatim,ayo aeyo aeyo aeyo aeyo yebo yebo yebo yebo yebo dance for bangers and yeah air is making and yeah air is shaking it shakes shakes shakes ayo ae yeah air ayo aeyo aeyo yebo yebo ooo yebo ooo
Mother_Mother_Burning_Pile,music music music music music lavender oh my style oh my grace oh ill try to save my faith oh my guts try to spell oh my holes try to
Mother_Mother_Burning_Pile,im out of fuel all my money been a long time spent on my drugs on my rent all my saving philosophy equals one in the bank and the rest for me it goes all my troubles on a burning pile ill lift up and start to smile ill lift up and catch fire then i change my aim throw my troubles at the poorlycooked gates
Mother_Mother_Burning_Pile,mama mama long later the bombs in the oven that you never get laid my pocket when the suns man sailed away and he never came back again oh my troubles on the burning fire all lit up and i start to smile live i catch by them i change my aim throw my troubles at the burly stri
Mother_Mother_Burning_Pile,i will bechose said i you trappers you now flew my troubles on the burning ohio all lit up and i start to smile good bye catch your fire then ill change my aim through my troubles at the world i gave you all my troubles on a burning pile all it up in the stock to smile it up catch five and ill take it
Mother_Mother_Burning_Pile,my turn to burn and burn and burn
Mother_Mother_Burning_Pile,
Muse - Supermassive Black Hole,im a baby dont you know im so far im a baby
Muse - Supermassive Black Hole,can you hear the alarm the vehicle on the front potentials how long before you left the car you said my soul would run you said my soul would run relations not in the middle of life im upset with you im upset with you relations not in the middle of life im upset with you
Muse - Supermassive Black Hole,i thought i was a fool for no more a little baby im a fool for you youre the queen of the silk and the shell help me find a tell that youre who you said that someone died you said that someone died a little baby im a fool for you
Muse - Supermassive Black Hole,
Muse - Supermassive Black Hole,im not a super star im just a super star im not a super star im just a super star im not a super star im just a super star
My Chemical Romance - Teenagers,theyre gonna clean up your looks with all the lies in the books to make a citizen out of you because they sleep with a gun and keep an eye on your son so they can watch all the things you do because the drugs never work they gonna give you a smirk cause they got methods to keep a new clean they gonna rip off your heads your aspirations to shreds another cock in the murder machine they set up to make a scare so live and shit out of me
My Chemical Romance - Teenagers,make it careless thats what its all about im bleeding so talking your post im not gonna buy a lipose maybe the lady will love when youre at me the boys and girls in the click the awful names at the stick you never gonna fit in much kid but if youre troubled and hurt what you got under your shirt will make them pay for the things that they did they said out they let you scare what a living shit i got me make it careless thats what its all about im bleeding so talking your post
My Chemical Romance - Teenagers,ill die ill buy a lift for you we need to leave it alone but not me whoa yeah ready to stand at the house see they just scare the living shit out of me thank you kira says long as i wanna bleed dont stop dragging your clothes ill try to buy a lift for you maybe well leave you alone but not me
My Chemical Romance - Teenagers,im together now see let it be scared believe its shit out of me make it your last hands on yourself while im late so tuck in your clothes ill try to buy a lip move maybe ill leave you alone but not me see let it be scared believe its shit out of me make it your last hands on yourself while im late so tuck in your clothes ill try to buy a lip move maybe ill leave you alone but not me
MØØNWATER_Darkside,good bye my old heart hello my old heart its so wet girls eye surveille for where we are
MØØNWATER_Darkside,woo i look at my demons and i see us to reach out you said no to your paradise welcome to the dark side i look at my demons and i see us to reach out you said no to your paradise welcome to the dark side you said no to your paradise welcome to the dark side i look at my demons and i see us to reach out
MØØNWATER_Darkside,oh these are hunger the heats like thunder if youre not the hunter youre going
MØØNWATER_Darkside,i look at my demon jinus and he shows us another day in paradise welcome to the dark side i look at my demon jinus and he shows us another day in paradise welcome to the dark side i love i welcome to the next time i love
MØØNWATER_Darkside,and i still need you love to you and put us love to you love to you love to you
Natalie Jane - AVA,oh the fuck is ava is she the other girl i bet shes dinodagia and they all attack your world i thought that i was dumb when you asked me to go blind cause i knew thats what you wanted and you were a little bit of a fool did it all did it pick up on your phone someone who is always falling before you had charmed this while you were there were red hearts next to her no what the fuck is
Natalie Jane - AVA,is she the other girl bet shes dying a day to them they all intact your world im sick and trying to fake it like i dont see your phone when i see her name and you cant explain ooh the fuck is hate ah ah ah ooh the fuck is hate ah ah ah ooh the fuck is hate is fathers lights tell me why you trying to fight did i wasnt even
Natalie Jane - AVA,furned into a bodysecond guess and so why is there a red heart next to her name well the fuck is it is she the other girl a bad cheese dino date and the orange high your world im sick and tired of thinking like i dont see you found when you see her name and you cant explain who the fuck is it
Natalie Jane - Seven,you and i what a night wasted time on a feeling i wish i saw the signs that were blinded by the mistrelling moon was it ever really love if the night we broke up both when i took the hug where the one
Natalie Jane - Seven,we told each other not to worry about was it really everything was i caught up in a dream seven months was just a fake im starting to freak out was it ever really love was it ever really remember when you said you wanted me to go blind well now we make some thoughts you read find it to her arms ill bet you think shes nice ill bet youre just too tight i cant blame you guess we both got what weve been in sight was it ever really love
Natalie Jane - Seven,was it really everything was i caught up in a dream seven months was just a thing im starting to freak out was it ever really love was it ever really love was it ever really love is tonight the way it broke up both when i took her guard with the one we told each other not to worry about was it really everything was i caught up in a dream seven months was just
Natalie_Jane_Mentally_Cheating,vid one across and all the dead i think im mentally cheating i could have been so diso
Natalie_Jane_Mentally_Cheating,im just a teed of how experienced cant help the fact that i cant speak oh i think im mentally cheating oh cheating oh i think im mentally cheating oh cheating i think i shouldnt feel looking on those eyes why do they give me butterflies cant express how obsessed is it purely the attention im just trying to decide if i stay out of the lie to myself
Natalie_Jane_Mentally_Cheating,feels like hell to be in love with someone else and i tried a night oh to somehow draw a line want to cross it all the time i think im mentally cheating i could have been so disobeyed ill just pretend im how experienced cant have the fact that i could be alone i think im mentally cheating i could have been so disobeyed i think im mentally cheating i could have been so disobeyed
Natalie_Jane_Mentally_Cheating,so good bye im out of time only said i love you twice and though that its not a crime leave my life keep your mind so good bye its alright baby its a part of me somethings got it in store with ice ill think im mentally true i could have been so disrobed in it im just within a lot of experience cant help the fact that i cant be ladies oh i think im mentally
Natasha_Blume_Black_Sea,come down to the black sea swimming with me oh go down with me lets make it worth it out a thousand nights have passed change doesnt happen overnight not visible at first all its important to hold on hold on and jack to advice to me
Natasha_Blume_Black_Sea,im sure im right through ooh incinerate our shackles come down to the praxis well make it for me go down with me fall with me lets make it worth it you rise up i stand you crawl you twist a star turn whos the first to burn you sing and sing i dont hope they were new we land
Natasha_Blume_Black_Sea,and in the black sea in the black sea where do we land in the black sea youre giving up im tired now the tug of war that were playing im not giving up im trying to tell you to tell you to tell you and check your advice to me
Natasha_Blume_Black_Sea,ooh ooh ooh ooh ooh incinerate our shackles come down to the boxes youre with me oh ooh go down with me follow with me lets make you work it up ooh ooh you rise as far as stand you crawl you twist a tongue move the first to burn you sit and stay i dont obey you and do we land
Natasha_Blume_Black_Sea,and in the black sea in the black sea where do we land in the black sea your pants are tied or whats yours watch your cells big hanging on tours love for pain lies everything same to me she cant jump to the black sea swimming with me cant jump fall with me lets make it worth it out
Natasha_Blume_Black_Sea,come down to the black sea swim in with me ooooooooh go down with me fall with me lets make it worth it out ooooooh you rise up from a stand you crawl you twist a touch on the first bird you sink and sink i dont obey we land in the black sea in the black sea where do we land
